row_id,judul,deskripsi,langkah,kategori,language,sumber,judul_raw,langkah_raw,jumlah_langkah,langkah_pertama,quality_flag,ada_di_file_en,source_group_id,data_source,source_dataset,source_row_id,license,created_at,panjang_langkah_rata,english_source_row_ids,english_source_count,english_mapping_type
dec_id_0089,Berhentiin langganan,batalin layanan berlangganan,Cek layanan mana yang mau dihentikan|Cari menu pembatalan di aplikasi atau situsnya|Ikuti langkah pembatalannya|Pastiin dapat konfirmasi|Cek tagihan bulan depan nggak kepotong lagi,Administrasi,id,terjemahan,Berhentiin langganan,Cek layanan mana yang mau dihentikan|Cari menu pembatalan di aplikasi atau situsnya|Ikuti langkah pembatalannya|Pastiin dapat konfirmasi|Cek tagihan bulan depan nggak kepotong lagi,5,Cek layanan mana yang mau dihentikan,,0,dgrp_140183da,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,35.2,89,1,existing_indonesian_translation
dec_id_0090,Daftar kelas atau kursus,daftar kelas atau pelatihan,Cek syarat dan biayanya|Siapin dokumen yang diminta|Isi formulir pendaftaran|Bayar biayanya kalau ada|Simpan bukti pendaftaran,Administrasi,id,terjemahan,Daftar kelas atau kursus,Cek syarat dan biayanya|Siapin dokumen yang diminta|Isi formulir pendaftaran|Bayar biayanya kalau ada|Simpan bukti pendaftaran,5,Cek syarat dan biayanya,,0,dgrp_b50be974,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.4,90,1,existing_indonesian_translation
dec_id_0091,Daftar acara,daftar buat ikut acara atau lomba,Baca syarat dan ketentuannya|Cek tanggal dan tempatnya|Isi formulir pendaftaran|Siapin berkas yang diminta|Simpan bukti dan catat di kalender,Administrasi,id,terjemahan,Daftar acara,Baca syarat dan ketentuannya|Cek tanggal dan tempatnya|Isi formulir pendaftaran|Siapin berkas yang diminta|Simpan bukti dan catat di kalender,5,Baca syarat dan ketentuannya,,0,dgrp_aa4e52a3,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.4,91,1,existing_indonesian_translation
dec_id_0092,Scan dokumen,nge-scan dokumen jadi file,Kumpulin dokumen yang mau di-scan|Buka aplikasi scanner di HP|Scan satu-satu sambil dicek hasilnya|Kasih nama file yang jelas|Simpan ke folder dan backup,Administrasi,id,terjemahan,Scan dokumen,Kumpulin dokumen yang mau di-scan|Buka aplikasi scanner di HP|Scan satu-satu sambil dicek hasilnya|Kasih nama file yang jelas|Simpan ke folder dan backup,5,Kumpulin dokumen yang mau di-scan,,0,dgrp_2270abe2,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.8,92,1,existing_indonesian_translation
dec_id_0093,Print dokumen,nge-print dokumen,Cek file yang mau diprint|Cek ketentuan ukuran dan warnanya|Cek tinta dan kertas di printer|Print dan cek hasilnya|Simpan filenya,Administrasi,id,terjemahan,Print dokumen,Cek file yang mau diprint|Cek ketentuan ukuran dan warnanya|Cek tinta dan kertas di printer|Print dan cek hasilnya|Simpan filenya,5,Cek file yang mau diprint,,0,dgrp_2cee3db8,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.0,93,1,existing_indonesian_translation
dec_id_0094,Cek pengiriman,ngecek status paket,Buka aplikasi atau situs ekspedisinya|Masukin nomor resinya|Cek posisi terakhir paketnya|Cek perkiraan tanggal sampai|Hubungi CS kalau statusnya mandek,Administrasi,id,terjemahan,Cek pengiriman,Buka aplikasi atau situs ekspedisinya|Masukin nomor resinya|Cek posisi terakhir paketnya|Cek perkiraan tanggal sampai|Hubungi CS kalau statusnya mandek,5,Buka aplikasi atau situs ekspedisinya,,0,dgrp_b418e02c,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.4,94,1,existing_indonesian_translation
dec_id_0095,Rencanain rute perjalanan,nyusun rute sebelum berangkat,Tentuin tujuan dan jam sampainya|Cek rute di aplikasi peta|Cek pilihan transportasinya|Perkirakan waktu tempuh plus macet|Simpan atau screenshot rutenya,Administrasi,id,terjemahan,Rencanain rute perjalanan,Tentuin tujuan dan jam sampainya|Cek rute di aplikasi peta|Cek pilihan transportasinya|Perkirakan waktu tempuh plus macet|Simpan atau screenshot rutenya,5,Tentuin tujuan dan jam sampainya,,0,dgrp_8cade053,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.6,95,1,existing_indonesian_translation
dec_id_0096,Siapin pindahan,nyiapin pindah kos atau rumah,Tentuin tanggal pindahnya|Siapin kardus dan alat pengemas|Kemas barang per kategori|Cari jasa angkut kalau perlu|Cek nggak ada yang ketinggalan,Administrasi,id,terjemahan,Siapin pindahan,Tentuin tanggal pindahnya|Siapin kardus dan alat pengemas|Kemas barang per kategori|Cari jasa angkut kalau perlu|Cek nggak ada yang ketinggalan,5,Tentuin tanggal pindahnya,,0,dgrp_54060f61,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.8,96,1,existing_indonesian_translation
dec_id_0097,Rapikan desktop,beresin tampilan desktop komputer,Buat folder penampung sementara|Pindahin semua file desktop ke situ|Kembaliin cuma yang sering dipakai|Sortir isi folder penampung pelan-pelan|Ganti wallpaper biar kerasa baru,Digital,id,terjemahan,Rapikan desktop,Buat folder penampung sementara|Pindahin semua file desktop ke situ|Kembaliin cuma yang sering dipakai|Sortir isi folder penampung pelan-pelan|Ganti wallpaper biar kerasa baru,5,Buat folder penampung sementara,,0,dgrp_d7c45b72,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,34.2,97,1,existing_indonesian_translation
dec_id_0098,Bersihin folder download,beresin folder unduhan,Urutin file berdasarkan tanggal|Hapus file yang jelas nggak kepakai|Pindahin yang penting ke folder yang benar|Hapus file duplikat|Kosongin recycle bin,Digital,id,terjemahan,Bersihin folder download,Urutin file berdasarkan tanggal|Hapus file yang jelas nggak kepakai|Pindahin yang penting ke folder yang benar|Hapus file duplikat|Kosongin recycle bin,5,Urutin file berdasarkan tanggal,,0,dgrp_41155936,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.4,98,1,existing_indonesian_translation
dec_id_0099,Rapikan penyimpanan cloud,beresin file di cloud,Cek folder mana yang paling berantakan|Buat struktur folder yang jelas|Pindahin file ke folder yang sesuai|Hapus versi lama yang nggak kepakai|Cek sisa kuotanya,Digital,id,terjemahan,Rapikan penyimpanan cloud,Cek folder mana yang paling berantakan|Buat struktur folder yang jelas|Pindahin file ke folder yang sesuai|Hapus versi lama yang nggak kepakai|Cek sisa kuotanya,5,Cek folder mana yang paling berantakan,,0,dgrp_29c2c15e,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.2,99,1,existing_indonesian_translation
dec_id_0100,Backup HP,nyimpen cadangan data HP,Cek sisa kuota penyimpanan cloud|Pilih data apa yang mau di-backup|Jalanin backup foto dulu|Backup kontak dan pesan|Cek hasil backupnya berhasil,Digital,id,terjemahan,Backup HP,Cek sisa kuota penyimpanan cloud|Pilih data apa yang mau di-backup|Jalanin backup foto dulu|Backup kontak dan pesan|Cek hasil backupnya berhasil,5,Cek sisa kuota penyimpanan cloud,,0,dgrp_cee3b500,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.0,100,1,existing_indonesian_translation
dec_id_0101,Kosongin memori HP,bikin ruang kosong di HP,Cek aplikasi mana yang paling makan memori|Hapus aplikasi yang nggak dipakai|Hapus foto dan video duplikat|Bersihin cache aplikasi|Pindahin file besar ke cloud,Digital,id,terjemahan,Kosongin memori HP,Cek aplikasi mana yang paling makan memori|Hapus aplikasi yang nggak dipakai|Hapus foto dan video duplikat|Bersihin cache aplikasi|Pindahin file besar ke cloud,5,Cek aplikasi mana yang paling makan memori,,0,dgrp_6ed61acc,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.0,101,1,existing_indonesian_translation
dec_id_0102,Rapikan kontak,beresin daftar kontak,Hapus kontak yang jelas nggak dikenal|Gabungin kontak yang dobel|Samain format penamaannya|Kasih label buat yang penting|Backup kontaknya,Digital,id,terjemahan,Rapikan kontak,Hapus kontak yang jelas nggak dikenal|Gabungin kontak yang dobel|Samain format penamaannya|Kasih label buat yang penting|Backup kontaknya,5,Hapus kontak yang jelas nggak dikenal,,0,dgrp_a3788e36,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.6,102,1,existing_indonesian_translation
dec_id_0103,Update aplikasi,perbarui aplikasi di HP atau laptop,Buka toko aplikasi|Cek aplikasi mana yang perlu diupdate|Update yang penting dulu|Tunggu sampai selesai|Cek aplikasinya masih jalan normal,Digital,id,terjemahan,Update aplikasi,Buka toko aplikasi|Cek aplikasi mana yang perlu diupdate|Update yang penting dulu|Tunggu sampai selesai|Cek aplikasinya masih jalan normal,5,Buka toko aplikasi,,0,dgrp_c19bf294,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.8,103,1,existing_indonesian_translation
dec_id_0104,Update sistem operasi,perbarui OS HP atau laptop,Cek versi yang tersedia|Backup data penting dulu|Pastiin baterai cukup atau colok charger|Jalanin update|Cek semuanya normal setelah restart,Digital,id,terjemahan,Update sistem operasi,Cek versi yang tersedia|Backup data penting dulu|Pastiin baterai cukup atau colok charger|Jalanin update|Cek semuanya normal setelah restart,5,Cek versi yang tersedia,,0,dgrp_486fa603,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.2,104,1,existing_indonesian_translation
dec_id_0105,Bikin struktur folder,nyusun struktur folder yang rapi,Tentuin kategori utamanya|Buat folder induk per kategori|Buat subfolder seperlunya|Pindahin file yang udah ada|Tulis aturan penamaan biar konsisten,Digital,id,terjemahan,Bikin struktur folder,Tentuin kategori utamanya|Buat folder induk per kategori|Buat subfolder seperlunya|Pindahin file yang udah ada|Tulis aturan penamaan biar konsisten,5,Tentuin kategori utamanya,,0,dgrp_010cf5f5,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.6,105,1,existing_indonesian_translation
dec_id_0106,Rename file,ngasih nama file yang konsisten,Tentuin format penamaannya|Mulai dari satu folder dulu|Rename file satu-satu atau sekaligus|Cek nggak ada yang kelewat|Terapin format yang sama ke folder lain,Digital,id,terjemahan,Rename file,Tentuin format penamaannya|Mulai dari satu folder dulu|Rename file satu-satu atau sekaligus|Cek nggak ada yang kelewat|Terapin format yang sama ke folder lain,5,Tentuin format penamaannya,,0,dgrp_174a9124,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.8,106,1,existing_indonesian_translation
dec_id_0107,Hapus file duplikat,nyingkirin file yang dobel,Urutin file berdasarkan nama atau ukuran|Tandai yang jelas duplikat|Cek isinya sama sebelum dihapus|Hapus duplikatnya|Kosongin recycle bin,Digital,id,terjemahan,Hapus file duplikat,Urutin file berdasarkan nama atau ukuran|Tandai yang jelas duplikat|Cek isinya sama sebelum dihapus|Hapus duplikatnya|Kosongin recycle bin,5,Urutin file berdasarkan nama atau ukuran,,0,dgrp_2b51e330,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.8,107,1,existing_indonesian_translation
dec_id_0108,Bikin rutinitas backup,nyusun kebiasaan backup rutin,Tentuin data apa yang perlu di-backup|Pilih tempat penyimpanannya|Tentuin seberapa sering backup|Pasang pengingat berkala|Jalanin backup pertama sekarang,Digital,id,terjemahan,Bikin rutinitas backup,Tentuin data apa yang perlu di-backup|Pilih tempat penyimpanannya|Tentuin seberapa sering backup|Pasang pengingat berkala|Jalanin backup pertama sekarang,5,Tentuin data apa yang perlu di-backup,,0,dgrp_3e0e9a34,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.8,108,1,existing_indonesian_translation
dec_id_0109,Amanin akun,ningkatin keamanan akun,Cek akun mana yang paling penting|Ganti password yang lemah|Nyalain verifikasi dua langkah|Cek perangkat yang pernah login|Keluarin perangkat yang nggak dikenal,Digital,id,terjemahan,Amanin akun,Cek akun mana yang paling penting|Ganti password yang lemah|Nyalain verifikasi dua langkah|Cek perangkat yang pernah login|Keluarin perangkat yang nggak dikenal,5,Cek akun mana yang paling penting,,0,dgrp_8fd4f573,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.2,109,1,existing_indonesian_translation
dec_id_0110,Ganti password,ganti kata sandi akun,Tentuin akun mana yang mau diganti|Bikin password baru yang kuat|Ganti di pengaturan akunnya|Simpan di password manager|Cek bisa login pakai yang baru,Digital,id,terjemahan,Ganti password,Tentuin akun mana yang mau diganti|Bikin password baru yang kuat|Ganti di pengaturan akunnya|Simpan di password manager|Cek bisa login pakai yang baru,5,Tentuin akun mana yang mau diganti,,0,dgrp_c8e68f8f,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.2,110,1,existing_indonesian_translation
dec_id_0111,Rapikan tab browser,beresin tab yang kebuka banyak,Lihat tab mana yang masih dibutuhin|Bookmark yang mau dibaca nanti|Tutup tab yang udah selesai|Kelompokin sisanya kalau browser mendukung|Tutup jendela yang nggak kepakai,Digital,id,terjemahan,Rapikan tab browser,Lihat tab mana yang masih dibutuhin|Bookmark yang mau dibaca nanti|Tutup tab yang udah selesai|Kelompokin sisanya kalau browser mendukung|Tutup jendela yang nggak kepakai,5,Lihat tab mana yang masih dibutuhin,,0,dgrp_59942cbe,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,33.2,111,1,existing_indonesian_translation
dec_id_0112,Bikin filter email,nyusun filter biar inbox rapi,Lihat email jenis apa yang paling sering masuk|Buat satu filter buat jenis itu|Tentuin folder tujuannya|Tes filternya jalan|Buat filter berikutnya,Digital,id,terjemahan,Bikin filter email,Lihat email jenis apa yang paling sering masuk|Buat satu filter buat jenis itu|Tentuin folder tujuannya|Tes filternya jalan|Buat filter berikutnya,5,Lihat email jenis apa yang paling sering masuk,,0,dgrp_c1239283,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.4,112,1,existing_indonesian_translation
dec_id_0113,Pasang pengingat kalender,nyetel pengingat di kalender,Tulis kegiatan apa yang perlu diingetin|Buka aplikasi kalender|Masukin tanggal dan jamnya|Setel pengingatnya berapa lama sebelumnya|Cek pengingatnya muncul,Digital,id,terjemahan,Pasang pengingat kalender,Tulis kegiatan apa yang perlu diingetin|Buka aplikasi kalender|Masukin tanggal dan jamnya|Setel pengingatnya berapa lama sebelumnya|Cek pengingatnya muncul,5,Tulis kegiatan apa yang perlu diingetin,,0,dgrp_d3c9eeb2,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.2,113,1,existing_indonesian_translation
dec_id_0114,Bikin template,bikin template biar nggak mulai dari nol,Tentuin dokumen apa yang sering diulang|Buka contoh yang paling bagus|Hapus isi yang spesifik dan sisain kerangkanya|Simpan sebagai template|Coba pakai buat sekali,Digital,id,terjemahan,Bikin template,Tentuin dokumen apa yang sering diulang|Buka contoh yang paling bagus|Hapus isi yang spesifik dan sisain kerangkanya|Simpan sebagai template|Coba pakai buat sekali,5,Tentuin dokumen apa yang sering diulang,,0,dgrp_23d4834a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.8,114,1,existing_indonesian_translation
dec_id_0115,Bikin spreadsheet pelacak,bikin spreadsheet buat memantau sesuatu,Tentuin apa yang mau dilacak|Buat kolom yang dibutuhin|Isi beberapa baris contoh|Tambahin rumus kalau perlu|Simpan dan pakai rutin,Digital,id,terjemahan,Bikin spreadsheet pelacak,Tentuin apa yang mau dilacak|Buat kolom yang dibutuhin|Isi beberapa baris contoh|Tambahin rumus kalau perlu|Simpan dan pakai rutin,5,Tentuin apa yang mau dilacak,,0,dgrp_834d98fd,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.2,115,1,existing_indonesian_translation
dec_id_0116,Ekspor data,ngeluarin data dari aplikasi,Cari menu ekspor di aplikasinya|Pilih format yang dibutuhin|Jalanin ekspornya|Cek file hasilnya kebaca|Simpan ke folder yang benar,Digital,id,terjemahan,Ekspor data,Cari menu ekspor di aplikasinya|Pilih format yang dibutuhin|Jalanin ekspornya|Cek file hasilnya kebaca|Simpan ke folder yang benar,5,Cari menu ekspor di aplikasinya,,0,dgrp_3faf4660,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.2,116,1,existing_indonesian_translation
dec_id_0117,Impor data,masukin data ke aplikasi,Siapin file yang mau diimpor|Cek formatnya sesuai yang diminta|Cari menu impor di aplikasinya|Jalanin impornya|Cek datanya masuk dengan benar,Digital,id,terjemahan,Impor data,Siapin file yang mau diimpor|Cek formatnya sesuai yang diminta|Cari menu impor di aplikasinya|Jalanin impornya|Cek datanya masuk dengan benar,5,Siapin file yang mau diimpor,,0,dgrp_33a5ec35,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.4,117,1,existing_indonesian_translation
dec_id_0118,Bikin folder berbagi,bikin folder yang bisa diakses bareng,Buat folder di cloud|Tentuin siapa aja yang boleh akses|Atur hak aksesnya lihat atau edit|Kirim tautannya ke mereka|Cek mereka bisa buka,Digital,id,terjemahan,Bikin folder berbagi,Buat folder di cloud|Tentuin siapa aja yang boleh akses|Atur hak aksesnya lihat atau edit|Kirim tautannya ke mereka|Cek mereka bisa buka,5,Buat folder di cloud,,0,dgrp_010cf5f5,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.4,118,1,existing_indonesian_translation
dec_id_0119,Atur notifikasi,ngurangin notifikasi yang ganggu,Buka pengaturan notifikasi|Lihat aplikasi mana yang paling sering nongol|Matiin notifikasi yang nggak penting|Sisain yang beneran perlu|Setel mode fokus kalau ada,Digital,id,terjemahan,Atur notifikasi,Buka pengaturan notifikasi|Lihat aplikasi mana yang paling sering nongol|Matiin notifikasi yang nggak penting|Sisain yang beneran perlu|Setel mode fokus kalau ada,5,Buka pengaturan notifikasi,,0,dgrp_874da387,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.6,119,1,existing_indonesian_translation
dec_id_0120,Bersihin media sosial,beresin isi media sosial,Buka daftar akun yang kamu ikuti|Unfollow akun yang bikin nggak enak|Mute akun yang terlalu berisik|Rapikan postingan lama kalau perlu|Setel batas waktu pemakaian,Digital,id,terjemahan,Bersihin media sosial,Buka daftar akun yang kamu ikuti|Unfollow akun yang bikin nggak enak|Mute akun yang terlalu berisik|Rapikan postingan lama kalau perlu|Setel batas waktu pemakaian,5,Buka daftar akun yang kamu ikuti,,0,dgrp_3853685a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.6,120,1,existing_indonesian_translation
dec_id_0121,Balas pesan teman,balas chat yang belum dibalas,Buka daftar chat yang belum dibalas|Balas yang cuma butuh 1 kalimat dulu|Balas yang butuh mikir setelahnya|Tandai yang perlu ditindaklanjuti|Tutup aplikasinya,Komunikasi,id,terjemahan,Balas pesan teman,Buka daftar chat yang belum dibalas|Balas yang cuma butuh 1 kalimat dulu|Balas yang butuh mikir setelahnya|Tandai yang perlu ditindaklanjuti|Tutup aplikasinya,5,Buka daftar chat yang belum dibalas,,0,dgrp_ce364abc,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.8,121,1,existing_indonesian_translation
dec_id_0122,Telepon seseorang,nelepon yang udah lama ditunda,Tulis 3 poin yang mau dibicarakan|Cek waktunya pas buat dia|Telepon|Catat kalau ada yang perlu ditindaklanjuti|Kirim pesan susulan kalau perlu,Komunikasi,id,terjemahan,Telepon seseorang,Tulis 3 poin yang mau dibicarakan|Cek waktunya pas buat dia|Telepon|Catat kalau ada yang perlu ditindaklanjuti|Kirim pesan susulan kalau perlu,5,Tulis 3 poin yang mau dibicarakan,,0,dgrp_3205c4ca,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.6,122,1,existing_indonesian_translation
dec_id_0123,Kirim pengingat,ngingetin orang soal sesuatu,Tulis apa yang mau diingetin|Tentuin siapa yang perlu diingetin|Tulis pesannya singkat dan jelas|Kirim|Catat kapan perlu diingetin lagi,Komunikasi,id,terjemahan,Kirim pengingat,Tulis apa yang mau diingetin|Tentuin siapa yang perlu diingetin|Tulis pesannya singkat dan jelas|Kirim|Catat kapan perlu diingetin lagi,5,Tulis apa yang mau diingetin,langkah_kosong_atau_terlalu_pendek,0,dgrp_ca2e2074,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,26.2,123,1,existing_indonesian_translation
dec_id_0124,Minta bantuan,minta tolong ke orang lain,Tulis dengan jelas kamu butuh bantuan apa|Tentuin siapa yang paling bisa bantu|Tulis pesannya tanpa banyak basa-basi|Kirim|Ucapkan terima kasih setelah dibantu,Komunikasi,id,terjemahan,Minta bantuan,Tulis dengan jelas kamu butuh bantuan apa|Tentuin siapa yang paling bisa bantu|Tulis pesannya tanpa banyak basa-basi|Kirim|Ucapkan terima kasih setelah dibantu,5,Tulis dengan jelas kamu butuh bantuan apa,langkah_kosong_atau_terlalu_pendek,0,dgrp_79262c08,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.0,124,1,existing_indonesian_translation
dec_id_0125,Kabarin progres,ngasih update ke tim atau atasan,Cek progres terakhir yang udah dikerjain|Tulis apa yang udah selesai|Tulis kendala kalau ada|Tulis rencana berikutnya|Kirim ke yang bersangkutan,Komunikasi,id,terjemahan,Kabarin progres,Cek progres terakhir yang udah dikerjain|Tulis apa yang udah selesai|Tulis kendala kalau ada|Tulis rencana berikutnya|Kirim ke yang bersangkutan,5,Cek progres terakhir yang udah dikerjain,,0,dgrp_be07f7f8,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,28.0,125,1,existing_indonesian_translation
dec_id_0126,Kirim permintaan maaf,minta maaf lewat pesan,Tulis apa yang mau kamu sampaikan|Fokus ke kejadiannya bukan alasan panjang|Baca ulang sekali|Kirim|Kasih ruang buat dia jawab,Komunikasi,id,terjemahan,Kirim permintaan maaf,Tulis apa yang mau kamu sampaikan|Fokus ke kejadiannya bukan alasan panjang|Baca ulang sekali|Kirim|Kasih ruang buat dia jawab,5,Tulis apa yang mau kamu sampaikan,langkah_kosong_atau_terlalu_pendek,0,dgrp_c7119a0e,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.4,126,1,existing_indonesian_translation
dec_id_0127,Bikin janji ketemu,ngatur waktu ketemu sama orang,Tentuin tujuan ketemunya|Tawarin 2-3 pilihan waktu|Kirim ke orangnya|Konfirmasi waktu yang disepakati|Catat di kalender,Komunikasi,id,terjemahan,Bikin janji ketemu,Tentuin tujuan ketemunya|Tawarin 2-3 pilihan waktu|Kirim ke orangnya|Konfirmasi waktu yang disepakati|Catat di kalender,5,Tentuin tujuan ketemunya,,0,dgrp_1d1dfa9a,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,23.0,127,1,existing_indonesian_translation
dec_id_0128,Siapin obrolan sulit,nyiapin diri buat percakapan berat,Tulis apa yang mau kamu sampaikan|Tulis hasil yang kamu harapkan|Pikirin kemungkinan responsnya|Pilih waktu dan tempat yang tenang|Mulai dengan kalimat yang udah kamu siapin,Komunikasi,id,terjemahan,Siapin obrolan sulit,Tulis apa yang mau kamu sampaikan|Tulis hasil yang kamu harapkan|Pikirin kemungkinan responsnya|Pilih waktu dan tempat yang tenang|Mulai dengan kalimat yang udah kamu siapin,5,Tulis apa yang mau kamu sampaikan,,0,dgrp_6b270fa7,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,33.8,128,1,existing_indonesian_translation
dec_id_0129,Kirim ucapan terima kasih,ngucapin terima kasih ke seseorang,Tulis untuk apa kamu berterima kasih|Tulis pesannya singkat dan tulus|Baca ulang sekali|Kirim|Catat kalau ada yang mau dibalas budi,Komunikasi,id,terjemahan,Kirim ucapan terima kasih,Tulis untuk apa kamu berterima kasih|Tulis pesannya singkat dan tulus|Baca ulang sekali|Kirim|Catat kalau ada yang mau dibalas budi,5,Tulis untuk apa kamu berterima kasih,langkah_kosong_atau_terlalu_pendek,0,dgrp_7de8f2e4,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,25.4,129,1,existing_indonesian_translation
dec_id_0130,Tolak ajakan,nolak undangan atau ajakan dengan sopan,Putuskan dulu kamu memang mau nolak|Tulis penolakan yang singkat dan jelas|Nggak perlu alasan panjang|Kirim|Tawarin alternatif kalau memang mau,Komunikasi,id,terjemahan,Tolak ajakan,Putuskan dulu kamu memang mau nolak|Tulis penolakan yang singkat dan jelas|Nggak perlu alasan panjang|Kirim|Tawarin alternatif kalau memang mau,5,Putuskan dulu kamu memang mau nolak,langkah_kosong_atau_terlalu_pendek,0,dgrp_6ca9bbd4,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.8,130,1,existing_indonesian_translation
dec_id_0131,Koordinasi tugas kelompok,ngatur pembagian kerja kelompok,Buka grup dan cek progres terakhir|Tulis bagian apa aja yang perlu dikerjain|Usulin pembagiannya|Sepakati tenggat tiap bagian|Pasang pengingat sebelum tenggat,Komunikasi,id,terjemahan,Koordinasi tugas kelompok,Buka grup dan cek progres terakhir|Tulis bagian apa aja yang perlu dikerjain|Usulin pembagiannya|Sepakati tenggat tiap bagian|Pasang pengingat sebelum tenggat,5,Buka grup dan cek progres terakhir,,0,dgrp_3faa9482,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,30.8,131,1,existing_indonesian_translation
dec_id_0132,Minta penjelasan,nanya hal yang belum jelas,Tulis persis bagian mana yang belum jelas|Tentuin siapa yang paling tepat ditanya|Tulis pertanyaannya spesifik|Kirim|Catat jawabannya biar nggak nanya dua kali,Komunikasi,id,terjemahan,Minta penjelasan,Tulis persis bagian mana yang belum jelas|Tentuin siapa yang paling tepat ditanya|Tulis pertanyaannya spesifik|Kirim|Catat jawabannya biar nggak nanya dua kali,5,Tulis persis bagian mana yang belum jelas,langkah_kosong_atau_terlalu_pendek,0,dgrp_36bd9835,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,31.0,132,1,existing_indonesian_translation
dec_id_0133,Kirim dokumen,ngirim file ke orang lain,Cek file yang mau dikirim udah versi final|Kasih nama file yang jelas|Tulis pesan pengantarnya singkat|Kirim lewat email atau chat|Pastiin dia terima,Komunikasi,id,terjemahan,Kirim dokumen,Cek file yang mau dikirim udah versi final|Kasih nama file yang jelas|Tulis pesan pengantarnya singkat|Kirim lewat email atau chat|Pastiin dia terima,5,Cek file yang mau dikirim udah versi final,,0,dgrp_46142d4c,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,29.0,133,1,existing_indonesian_translation
dec_id_0134,Kumpulin jawaban,ngumpulin respons dari beberapa orang,Tulis pertanyaan atau formulirnya|Tentuin siapa aja yang perlu jawab|Kirim ke mereka|Ingetin yang belum jawab|Rekap jawabannya,Komunikasi,id,terjemahan,Kumpulin jawaban,Tulis pertanyaan atau formulirnya|Tentuin siapa aja yang perlu jawab|Kirim ke mereka|Ingetin yang belum jawab|Rekap jawabannya,5,Tulis pertanyaan atau formulirnya,,0,dgrp_8eb3fe81,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,24.4,134,1,existing_indonesian_translation
dec_id_0135,Bikin pengumuman,nulis pengumuman buat grup atau publik,Tulis informasi intinya dulu|Tambahin detail waktu dan tempat|Cek nggak ada yang ambigu|Kirim ke saluran yang tepat|Jawab pertanyaan yang masuk,Komunikasi,id,terjemahan,Bikin pengumuman,Tulis informasi intinya dulu|Tambahin detail waktu dan tempat|Cek nggak ada yang ambigu|Kirim ke saluran yang tepat|Jawab pertanyaan yang masuk,5,Tulis informasi intinya dulu,,0,dgrp_a1b8a753,original,task_decomposition_en.csv (translated),,unknown (project-internal),2026-08-12,27.8,135,1,existing_indonesian_translation
