row_id,task_en,tugas,tugas_raw,task_en_raw,jatuh_tempo_hari,ada_tenggat,tenggat_hari,durasi_jam,durasi_menit,tingkat_kepentingan_1_10,notes_en,catatan,quality_flag,label_review_needed,source_group_id,data_source,source_dataset,source_row_id,upstream_match,label_provenance,license,created_at
dur_0203,eat something,makan sesuatu,makan sesuatu,eat something,0.0,1,0.0,1.0,60.0,10,,,,0,grp_17d56ef305,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0204,fill brita,isi ulang filter air brita,isi ulang filter air brita,fill brita,0.0,1,0.0,0.08,4.8,6,,,,0,grp_d563974cdf,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0205,finish project 1,selesaikan project 1,selesaikan project 1,finish project 1,10.0,1,10.0,12.0,720.0,10,,,durasi>600menit,0,grp_353f677137,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0206,pack for fall break trip,packing untuk trip fall break,packing untuk trip fall break,pack for fall break trip,18.0,1,18.0,3.0,180.0,10,,,,0,grp_d2d742a389,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0207,do space robotics accomplisment slides,buat slide pencapaian space robotics,buat slide pencapaian space robotics,do space robotics accomplisment slides,4.0,1,4.0,0.16,9.6,10,,,,0,grp_45784d7b0d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0208,add songs to spotify playlists,tambah lagu ke playlist spotify,tambah lagu ke playlist spotify,add songs to spotify playlists,-1.0,0,,10.0,600.0,3,,,durasi>300menit,1,grp_9c96779e38,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0209,buy milk,beli susu,beli susu,buy milk,7.0,1,7.0,0.3,18.0,4,,,,0,grp_cd6df5284a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0210,watch an episode of long story short,nonton satu episode long story short,nonton satu episode long story short,watch an episode of long story short,-1.0,0,,0.42,25.2,2,,,,0,grp_c5b5484cb3,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0211,apply to 50 jobs,melamar ke 50 lowongan kerja,melamar ke 50 lowongan kerja,apply to 50 jobs,-1.0,0,,9.0,540.0,8,,,durasi>300menit,0,grp_d2649dc5dd,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0212,do laundry,cuci baju,cuci baju,do laundry,4.0,1,4.0,0.3,18.0,7,,,label_bentrok_teks_sama,0,grp_623d92fa3a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0213,compile ex's clothes,kumpulkan baju milik mantan,kumpulkan baju milik mantan,compile ex's clothes,-1.0,0,,0.5,30.0,4,,,,0,grp_b796f28dc7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0214,buy mom's birthday gift,beli hadiah ulang tahun ibu,beli hadiah ulang tahun ibu,buy mom's birthday gift,20.0,1,20.0,2.0,120.0,10,,,,0,grp_166692f1fb,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0215,decide on my birthday weekend plan,putuskan rencana akhir pekan ulang tahun,putuskan rencana akhir pekan ulang tahun,decide on my birthday weekend plan,41.0,1,41.0,1.0,60.0,5,,,,0,grp_98921c5588,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0216,clip fingernails,potong kuku tangan,potong kuku tangan,clip fingernails,5.0,1,5.0,0.25,15.0,7,,,,0,grp_3f90fe9eb4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0217,paint nails,cat kuku,cat kuku,paint nails,-1.0,0,,1.0,60.0,1,,,,0,grp_362d4eda3f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0218,do machine learning and ai homework,kerjakan PR machine learning dan ai,kerjakan PR machine learning dan ai,do machine learning and ai homework,4.0,1,4.0,7.0,420.0,10,,,durasi>300menit,0,grp_d59e60b5d5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0219,pay credit card,bayar kartu kredit,bayar kartu kredit,pay credit card,22.0,1,22.0,0.05,3.0,10,,,,0,grp_bfff145b23,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0220,wipe down dresser,lap lemari laci,lap lemari laci,wipe down dresser,-1.0,0,,0.16,9.6,3,,,,0,grp_a4f8c09491,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0221,collect data for project 1,kumpulkan data untuk project 1,kumpulkan data untuk project 1,collect data for project 1,2.0,1,2.0,3.0,180.0,10,,,,0,grp_3f729174a4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0222,play tennis,main tenis,main tenis,play tennis,-1.0,0,,1.5,90.0,3,,,,0,grp_55d4ce2fad,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0223,wash water bottle,cuci botol minum,cuci botol minum,wash water bottle,3.0,1,3.0,0.25,15.0,7,,,,0,grp_c59a30a071,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0224,buy snacks,beli camilan,beli camilan,buy snacks,7.0,1,7.0,0.3,18.0,5,,,,0,grp_4c36db4df7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0225,wash that one shirt,cuci baju yang itu,cuci baju yang itu,wash that one shirt,10.0,1,10.0,0.3,18.0,2,needs to be washed cold and air dried,perlu dicuci air dingin dan dikeringkan diangin-anginkan,,0,grp_f7d6feaa96,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0226,vacuum my floor,vacuum lantai kamar,vacuum lantai kamar,vacuum my floor,4.0,1,4.0,0.25,15.0,6,,,,0,grp_3a28b7fa1b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0227,schedule appointment with therapist,buat janji dengan terapis,buat janji dengan terapis,schedule appointment with therapist,3.0,1,3.0,0.08,4.8,6,,,,0,grp_669f15c80d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0228,organize desktop screenshots,rapikan screenshot di desktop,rapikan screenshot di desktop,organize desktop screenshots,-1.0,0,,1.0,60.0,5,,,,0,grp_91f7bd8c9a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0229,delete photos on phone,hapus foto di HP,hapus foto di HP,delete photos on phone,-1.0,0,,2.0,120.0,4,,,,0,grp_489ad16abc,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0230,get a haircut,potong rambut,potong rambut,get a haircut,70.0,1,70.0,1.5,90.0,6,,,,0,grp_e210fdf28e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0231,read one chapter of 1984,baca satu bab buku 1984,baca satu bab buku 1984,read one chapter of 1984,-1.0,0,,0.3,18.0,3,,,,0,grp_20fe20e468,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0232,do basquiat puzzle,susun puzzle bergambar basquiat,susun puzzle bergambar basquiat,do basquiat puzzle,-1.0,0,,3.0,180.0,3,,,,0,grp_e9fd931fb3,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0233,practice piano,latihan piano,latihan piano,practice piano,-1.0,0,,2.0,120.0,3,,,,0,grp_aa4c3c1f54,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0234,buy jewelry,beli perhiasan,beli perhiasan,buy jewelry,-1.0,0,,0.5,30.0,1,,,,0,grp_263d765534,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0235,take out trash,buang sampah,buang sampah,take out trash,5.0,1,5.0,0.2,12.0,7,,,label_bentrok_teks_sama,0,grp_6cf73a178a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0236,go to asa gbm,hadiri gbm asa,hadiri gbm asa,go to asa gbm,2.0,1,2.0,1.0,60.0,2,,,,0,grp_392adad47a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0237,delete spotify playlists,hapus playlist spotify,hapus playlist spotify,delete spotify playlists,-1.0,0,,4.0,240.0,2,,,,1,grp_db647cc357,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0238,do special topics homework,kerjakan PR mata kuliah special topics,kerjakan PR mata kuliah special topics,do special topics homework,5.0,1,5.0,10.0,600.0,10,,,durasi>300menit,0,grp_46e26da4d7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0239,buy groceries,belanja bahan makanan,belanja bahan makanan,buy groceries,7.0,1,7.0,1.2,72.0,7,,,,0,grp_308c7fd822,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0240,talk to jaden and eloise about booth,bicara dengan jaden dan eloise soal booth,bicara dengan jaden dan eloise soal booth,talk to jaden and eloise about booth,20.0,1,20.0,0.6,36.0,6,,,,0,grp_7044993be6,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0241,sketch something,membuat sketsa,membuat sketsa,sketch something,-1.0,0,,0.5,30.0,2,,,,0,grp_007dfc8237,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0242,give booth money to jaden and eloise,berikan uang booth ke jaden dan eloise,berikan uang booth ke jaden dan eloise,give booth money to jaden and eloise,30.0,1,30.0,0.2,12.0,7,,,,0,grp_6208d3b40a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0243,respond to texts,balas chat,balas chat,respond to texts,4.0,1,4.0,0.5,30.0,6,,,,0,grp_902a002adf,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0244,wash dishes,cuci piring,cuci piring,wash dishes,1.0,1,1.0,0.3,18.0,7,,,label_bentrok_teks_sama,0,grp_e498b1de41,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0245,unsubscribe from emails,berhenti berlangganan email,berhenti berlangganan email,unsubscribe from emails,-1.0,0,,0.5,30.0,2,,,,0,grp_684d58c015,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0246,reply to emails,balas email,balas email,reply to emails,2.0,1,2.0,0.5,30.0,7,,,,0,grp_d1538add24,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0247,email heather about lander dimensions,kirim email ke heather soal dimensi lander,kirim email ke heather soal dimensi lander,email heather about lander dimensions,0.0,1,0.0,0.2,12.0,10,,,,0,grp_3dba63ace4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0248,dust furniture,bersihkan debu furnitur,bersihkan debu furnitur,dust furniture,6.0,1,6.0,0.25,15.0,6,,,,0,grp_66a9133a8b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0249,put shoes away,simpan sepatu di rak,simpan sepatu di rak,put shoes away,8.0,1,8.0,0.1,6.0,2,,,,0,grp_92a7c3d304,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0250,wash pillowcase,cuci sarung bantal,cuci sarung bantal,wash pillowcase,3.0,1,3.0,0.3,18.0,7,,,,0,grp_36326a362e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0251,pre-check in for ct scan,pre-check in untuk CT scan,pre-check in untuk CT scan,pre-check in for ct scan,2.0,1,2.0,0.1,6.0,7,,,,0,grp_52fd97e631,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0252,rsvp to party,konfirmasi kehadiran pesta (RSVP),konfirmasi kehadiran pesta (RSVP),rsvp to party,3.0,1,3.0,0.1,6.0,1,,,,0,grp_d009724034,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0253,text mason to schedule lunch,chat mason untuk atur jadwal makan siang,chat mason untuk atur jadwal makan siang,text mason to schedule lunch,0.0,1,0.0,0.1,6.0,3,,,,0,grp_691312ef14,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0254,fix lander drawing dimensions,perbaiki dimensi gambar lander,perbaiki dimensi gambar lander,fix lander drawing dimensions,2.0,1,2.0,2.0,120.0,10,,,,0,grp_a802794c06,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0255,buy shampoo,beli sampo,beli sampo,buy shampoo,10.0,1,10.0,0.1,6.0,7,,,,0,grp_510b793d92,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0256,buy skincare,beli skincare,beli skincare,buy skincare,10.0,1,10.0,0.1,6.0,7,,,,0,grp_d7c979f52e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0257,draft budget,buat draf anggaran,buat draf anggaran,draft budget,4.0,1,4.0,1.0,60.0,7,,,,0,grp_c9feade077,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0258,finish collecting data,selesaikan pengumpulan data,selesaikan pengumpulan data,finish collecting data,0.0,1,0.0,3.0,180.0,10,,,,0,grp_1e6fd1fd4c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0259,do some watercolor,melukis cat air,melukis cat air,do some watercolor,-1.0,0,,1.0,60.0,2,,,,0,grp_ece9805700,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0260,buy trash bags,beli kantong sampah,beli kantong sampah,buy trash bags,3.0,1,3.0,0.5,30.0,7,,,,0,grp_dc26479e78,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0261,respond to dad's text,balas chat ayah,balas chat ayah,respond to dad's text,2.0,1,2.0,0.1,6.0,4,,,,0,grp_888080780a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0262,study for midterm,belajar untuk UTS,belajar untuk UTS,study for midterm,4.0,1,4.0,10.0,600.0,10,,,durasi>300menit|label_bentrok_teks_sama,0,grp_91bd851c08,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0263,wash bath mat,cuci keset kamar mandi,cuci keset kamar mandi,wash bath mat,3.0,1,3.0,0.3,18.0,7,,,,0,grp_4100095464,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0264,refill vitamin case,isi ulang tempat vitamin,isi ulang tempat vitamin,refill vitamin case,2.0,1,2.0,0.1,6.0,6,,,,0,grp_8adeaadd55,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0265,run ansys simulation for space robotics,jalankan simulasi ansys untuk space robotics,jalankan simulasi ansys untuk space robotics,run ansys simulation for space robotics,2.0,1,2.0,3.0,180.0,10,,,,0,grp_ce23433d90,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0266,finish writing lab report,selesaikan penulisan laporan praktikum,selesaikan penulisan laporan praktikum,finish writing lab report,6.0,1,6.0,5.0,300.0,10,,,,0,grp_0323df8b8a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0267,organize pantry,rapikan gudang bahan makanan,rapikan gudang bahan makanan,organize pantry,-1.0,0,,0.5,30.0,1,,,,0,grp_f620e1a9e7,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0268,throw out expired food,buang makanan kedaluwarsa,buang makanan kedaluwarsa,throw out expired food,2.0,1,2.0,0.2,12.0,7,,,,0,grp_83719d1623,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0269,clean microwave,bersihkan microwave,bersihkan microwave,clean microwave,3.0,1,3.0,0.2,12.0,3,,,,0,grp_0628b9f64f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0270,replace vacuum filter,ganti filter vacuum cleaner,ganti filter vacuum cleaner,replace vacuum filter,4.0,1,4.0,0.1,6.0,4,,,,0,grp_57f83d9f2b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0271,replace brita filter,ganti filter brita,ganti filter brita,replace brita filter,2.0,1,2.0,0.1,6.0,7,,,,0,grp_d12a3dfebe,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0272,change bedsheets,ganti seprai,ganti seprai,change bedsheets,3.0,1,3.0,0.27,16.2,7,,,,0,grp_4a3193a858,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0273,proofread resume,periksa ulang CV,periksa ulang CV,proofread resume,4.0,1,4.0,0.3,18.0,5,,,,0,grp_06e27b91fe,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0274,buy toilet paper,beli tisu toilet,beli tisu toilet,buy toilet paper,1.0,1,1.0,0.5,30.0,10,,,,0,grp_703b585a4f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0275,buy new posters,beli poster baru,beli poster baru,buy new posters,-1.0,0,,1.0,60.0,1,,,,0,grp_c3ee952657,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0276,redo poster wall layout,atur ulang layout poster di dinding,atur ulang layout poster di dinding,redo poster wall layout,-1.0,0,,1.2,72.0,1,,,,0,grp_841cd45fbd,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0277,meal prep for the week,meal prep untuk seminggu,meal prep untuk seminggu,meal prep for the week,2.0,1,2.0,1.5,90.0,6,,,,0,grp_c040177fa0,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0278,clean stove,bersihkan kompor,bersihkan kompor,clean stove,4.0,1,4.0,0.25,15.0,3,,,,0,grp_36e8e6e6c4,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0279,refill car gas tank,isi bensin mobil,isi bensin mobil,refill car gas tank,1.0,1,1.0,0.5,30.0,10,,,,0,grp_77f57ebe80,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0280,go to the gym,pergi ke gym,pergi ke gym,go to the gym,7.0,1,7.0,1.5,90.0,3,,,,0,grp_bbfb1c2d4e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0281,play basketball,main basket,main basket,play basketball,-1.0,0,,1.5,90.0,3,,,,0,grp_e5c011fee2,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0282,wipe down kitchen counters,lap meja dapur,lap meja dapur,wipe down kitchen counters,3.0,1,3.0,0.2,12.0,3,,,,0,grp_2afcfca9b1,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0283,clean bathroom mirror,bersihkan cermin kamar mandi,bersihkan cermin kamar mandi,clean bathroom mirror,7.0,1,7.0,0.2,12.0,2,,,,0,grp_540ee7ea75,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0284,clean the shower,bersihkan shower,bersihkan shower,clean the shower,2.0,1,2.0,0.3,18.0,6,,,,0,grp_1a7b2bd81e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0285,organize bookshelf,rapikan rak buku,rapikan rak buku,organize bookshelf,-1.0,0,,0.5,30.0,1,,,,0,grp_e842044f39,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0286,water the plants,siram tanaman,siram tanaman,water the plants,3.0,1,3.0,0.1,6.0,7,,,,0,grp_a23d3a944f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0287,brainstorm research ideas,brainstorming ide riset,brainstorming ide riset,brainstorm research ideas,2.0,1,2.0,0.6,36.0,10,,,,0,grp_5138bb4157,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0288,empty dishwasher,kosongkan mesin cuci piring,kosongkan mesin cuci piring,empty dishwasher,1.0,1,1.0,0.2,12.0,6,,,,0,grp_44aa49cf6e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0289,wash fruit,cuci buah,cuci buah,wash fruit,0.0,1,0.0,0.1,6.0,7,,,,0,grp_972e9899e2,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0290,cut fruit,potong buah,potong buah,cut fruit,0.0,1,0.0,0.2,12.0,6,,,,0,grp_3ab6e89016,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0291,edit bibliography,edit daftar pustaka,edit daftar pustaka,edit bibliography,3.0,1,3.0,0.3,18.0,10,,,,0,grp_7174a2d6af,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0292,fold origami,lipat origami,lipat origami,fold origami,-1.0,0,,0.4,24.0,1,,,,0,grp_34e2a599be,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0293,light incense,nyalakan dupa,nyalakan dupa,light incense,-1.0,0,,0.05,3.0,1,,,,0,grp_94d4c1b2d3,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0294,light candle,nyalakan lilin,nyalakan lilin,light candle,-1.0,0,,0.05,3.0,1,,,,0,grp_259f3041e5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0295,go swimming,berenang,berenang,go swimming,-1.0,0,,1.5,90.0,3,,,,0,grp_631864909e,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0296,play waterpolo,main polo air,main polo air,play waterpolo,-1.0,0,,1.5,90.0,3,,,,0,grp_9b6b3e66b3,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0297,play pickleball,main pickleball,main pickleball,play pickleball,-1.0,0,,1.5,90.0,3,,,,0,grp_4e4b9620ba,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0298,play soccer,main sepak bola,main sepak bola,play soccer,-1.0,0,,1.5,90.0,3,,,,0,grp_fdaa9a3c7f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0299,play volleyball,main voli,main voli,play volleyball,-1.0,0,,1.5,90.0,3,,,,0,grp_38caa0995c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0300,play beach volleyball,main voli pantai,main voli pantai,play beach volleyball,-1.0,0,,1.5,90.0,3,,,,0,grp_880dd7423f,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0301,go ice skating,main ice skating,main ice skating,go ice skating,-1.0,0,,1.5,90.0,3,,,,0,grp_4911337358,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0302,play ice hockey,main ice hockey,main ice hockey,play ice hockey,-1.0,0,,1.5,90.0,3,,,,0,grp_bf0c66df8b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0303,do 10 sit ups,lakukan 10 kali sit up,lakukan 10 kali sit up,do 10 sit ups,-1.0,0,,0.25,15.0,2,,,,0,grp_694fdf2b2a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0304,paint toe nails,cat kuku kaki,cat kuku kaki,paint toe nails,-1.0,0,,1.25,75.0,1,,,,0,grp_6331d0dc83,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0305,remove makeup,hapus makeup,hapus makeup,remove makeup,0.0,1,0.0,0.2,12.0,7,,,,0,grp_39e5652a12,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0306,make coffee,buat kopi,buat kopi,make coffee,0.0,1,0.0,0.1,6.0,4,,,,0,grp_54993a0590,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0307,play league of legends,main game league of legends,main game league of legends,play league of legends,-1.0,0,,1.0,60.0,1,,,,0,grp_4d6df8858d,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0308,play valorant,main game valorant,main game valorant,play valorant,-1.0,0,,1.0,60.0,1,,,,0,grp_d33705b7ad,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0309,play counterstrike global offensive,main game counter-strike global offensive,main game counter-strike global offensive,play counterstrike global offensive,-1.0,0,,1.0,60.0,1,,,,0,grp_076b2be6ca,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0310,plan halloween costume,rencanakan kostum halloween,rencanakan kostum halloween,plan halloween costume,20.0,1,20.0,0.5,30.0,6,,,,0,grp_67ec9a235a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0311,buy halloween costume,beli kostum halloween,beli kostum halloween,buy halloween costume,25.0,1,25.0,0.2,12.0,6,,,,0,grp_5172004225,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0312,plan colin's birthday party,rencanakan pesta ulang tahun colin,rencanakan pesta ulang tahun colin,plan colin's birthday party,17.0,1,17.0,1.0,60.0,7,,,,0,grp_9273d8bca5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0313,schedule eye appointment,buat janji periksa mata,buat janji periksa mata,schedule eye appointment,7.0,1,7.0,0.2,12.0,8,,,,0,grp_9891115de5,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0314,go to the dentist,periksa ke dokter gigi,periksa ke dokter gigi,go to the dentist,20.0,1,20.0,1.5,90.0,6,,,,0,grp_272071267b,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0315,do yearly check up with doctor,medical check up tahunan ke dokter,medical check up tahunan ke dokter,do yearly check up with doctor,20.0,1,20.0,1.5,90.0,6,,,,0,grp_8b6932de8c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0316,get my nose done,operasi hidung,operasi hidung,get my nose done,-1.0,0,,3.0,180.0,1,,,,0,grp_4f9237fc34,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0317,get botox,suntik botox,suntik botox,get botox,-1.0,0,,2.0,120.0,1,,,,0,grp_368139ef15,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0318,get lip fillers,filler bibir,filler bibir,get lip fillers,-1.0,0,,2.0,120.0,1,,,,0,grp_ec13b553ee,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0319,hem my jeans,permak celana jeans,permak celana jeans,hem my jeans,30.0,1,30.0,1.0,60.0,4,,,,0,grp_a90e279303,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0320,apply for a credit card,ajukan kartu kredit,ajukan kartu kredit,apply for a credit card,25.0,1,25.0,0.25,15.0,6,,,,0,grp_c1f906e784,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0321,call my mom,telepon ibu,telepon ibu,call my mom,3.0,1,3.0,0.5,30.0,8,,,,0,grp_9f21204b6a,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0322,call my dad,telepon ayah,telepon ayah,call my dad,3.0,1,3.0,0.5,30.0,8,,,,0,grp_22010b6d5c,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
dur_0323,call my grandma,telepon nenek,telepon nenek,call my grandma,3.0,1,3.0,0.3,18.0,8,,,label_bentrok_teks_sama,0,grp_bc55c30d30,original,huggingface:samder03/Project1,,unverified,human_estimated,MIT,2026-08-12
